"gameId","platformId","gameCreation","gameDuration","queueId","mapId","seasonId","gameVersion","gameMode","gameType","teamId","win","firstBlood","firstTower","firstInhibitor","firstBaron","firstDragon","firstRiftHerald","towerKills","inhibitorKills","baronKills","dragonKills","vilemawKills","riftHeraldKills","dominionVictoryScore","participantId","championId","spell1Id","spell2Id","item0","item1","item2","item3","item4","item5","item6","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist","combatPlayerScore","objectivePlayerScore","totalPlayerScore","totalScoreRank","playerScore0","playerScore1","playerScore2","playerScore3","playerScore4","playerScore5","playerScore6","playerScore7","playerScore8","playerScore9","perk0","perk0Var1","perk0Var2","perk0Var3","perk1","perk1Var1","perk1Var2","perk1Var3","perk2","perk2Var1","perk2Var2","perk2Var3","perk3","perk3Var1","perk3Var2","perk3Var3","perk4","perk4Var1","perk4Var2","perk4Var3","perk5","perk5Var1","perk5Var2","perk5Var3","perkPrimaryStyle","perkSubStyle","statPerk0","statPerk1","statPerk2","creepsPerMinDeltas_10-20","creepsPerMinDeltas_0-10","xpPerMinDeltas_10-20","xpPerMinDeltas_0-10","goldPerMinDeltas_10-20","goldPerMinDeltas_0-10","csDiffPerMinDeltas_10-20","csDiffPerMinDeltas_0-10","xpDiffPerMinDeltas_10-20","xpDiffPerMinDeltas_0-10","damageTakenPerMinDeltas_10-20","damageTakenPerMinDeltas_0-10","damageTakenDiffPerMinDeltas_10-20","damageTakenDiffPerMinDeltas_0-10","lane","role","creepsPerMinDeltas_30-end","creepsPerMinDeltas_20-30","xpPerMinDeltas_30-end","xpPerMinDeltas_20-30","goldPerMinDeltas_30-end","goldPerMinDeltas_20-30","csDiffPerMinDeltas_30-end","csDiffPerMinDeltas_20-30","xpDiffPerMinDeltas_30-end","xpDiffPerMinDeltas_20-30","damageTakenPerMinDeltas_30-end","damageTakenPerMinDeltas_20-30","damageTakenDiffPerMinDeltas_30-end","damageTakenDiffPerMinDeltas_20-30","highestAchievedSeasonTier"
718984309,"LA1",1562330795328,2015,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,true,false,false,false,false,false,3,0,0,2,0,0,0,9,114,4,12,3074,3078,3047,1055,3052,3133,3340,4,4,4,2,2,1,865,1,0,0,0,0,197393,5420,159870,32102,671,20710,2152,13197,5360,8448,8,21998,3270,3088,29,13,29732,9779,18427,1525,12541,12488,0,256,12,8,0,135,17,3,0,14,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,546,346,832,9111,729,160,0,9104,20,30,0,8014,283,0,0,8275,8,0,0,8210,0,0,0,8000,8200,5005,5008,5002,9.8,6.4,539.2,485.9,361.2,255.70000000000002,0,-1.2999999999999998,-126.60000000000002,51.49999999999997,770.2,329.3,150.7,-90.19999999999997,"TOP","SOLO",,6.9,,556.2,,451.9,,1.0999999999999996,,56,,1290.1,,-533.5,"DIAMOND"
718992336,"LA1",1562327986226,1393,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",100,true,true,true,true,true,true,false,11,0,1,2,0,0,0,4,92,4,12,3812,3071,3508,3047,1036,0,3340,8,4,4,5,1,2,623,0,0,0,0,0,126311,0,119612,6699,800,13059,0,12575,483,1130,1,13044,4979,4979,25,22,12630,2132,10399,98,11754,11550,1,192,0,0,0,106,14,4,0,10,2,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,483,264,593,9111,538,240,0,9104,13,10,0,8014,356,0,0,8347,0,0,0,8304,9,0,0,8000,8300,5008,5008,5002,10.8,7.199999999999999,714,451.1,649.9000000000001,349.2,5.1,4.8,182.5,139.80000000000004,720.8,503.79999999999995,-49.19999999999999,-44.30000000000004,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718991759,"LA1",1562324976199,1665,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,true,true,true,true,true,true,11,0,1,3,0,1,0,9,127,4,12,3152,3020,3157,3165,1082,1058,3340,5,2,7,3,1,2,456,0,0,0,0,0,169255,141633,22242,5379,0,12861,11046,1814,0,4314,1,13659,9792,7172,31,31,14447,3575,10196,675,13189,12050,3,210,20,8,8,290,16,6,0,14,1,true,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,392,0,0,8446,1989,0,0,8473,921,0,0,8451,194,0,0,8316,2037,0,0,8352,168,738,525,8400,8300,5008,5008,5002,8.8,7.199999999999999,615.3,493,510.3,374.4,4.500000000000001,0.7999999999999998,252.70000000000002,43.099999999999966,549.7,313.79999999999995,-236.2,-68.20000000000002,"MIDDLE","SOLO",,,,,,,,,,,,,,,"DIAMOND"
719000674,"LA1",1562322051371,1708,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,false,false,3,0,0,1,0,0,0,7,92,4,12,3071,3133,3508,1053,3047,3123,3340,7,6,2,5,2,1,782,1,0,0,0,0,165729,0,141367,24362,954,15885,0,14983,902,1800,1,18312,3679,3084,18,28,23078,7445,14544,1088,11830,11150,0,203,0,0,0,139,15,2,0,11,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,902,413,1041,9111,443,180,0,9105,16,30,0,8014,399,0,0,8304,10,3,0,8347,0,0,0,8000,8300,5007,5008,5002,9.1,5.8,555.1,440.1,441.2,275.3,,,,,683.3,440.79999999999995,,,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718981597,"LA1",1562318450831,1758,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,false,true,3,0,0,1,0,1,0,6,518,4,12,3030,1056,3157,3020,1026,1052,3340,4,5,6,3,2,1,609,1,0,0,0,0,108491,89940,15174,3377,0,17736,16566,981,189,1657,1,10051,1055,1055,33,55,16306,11073,4082,1150,9591,9360,0,175,0,0,0,367,15,5,0,19,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,17,0,0,8313,0,0,0,8345,4,0,0,8347,0,0,0,8120,1,16,7,8134,52,4,0,8300,8100,5005,5008,5003,6.2,7.8,557.3,424.20000000000005,296.1,338.9,,,,,522.4,201.8,,,"MIDDLE","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718978715,"LA1",1562315422191,2123,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,true,false,false,false,false,false,3,0,1,2,0,0,0,9,85,4,12,3152,3165,3157,3102,3020,1058,3340,7,6,11,6,2,1,827,1,0,0,0,0,184416,151138,25332,7946,0,23716,21019,2697,0,3665,1,19767,4183,3241,33,29,26465,10695,14276,1493,14571,14325,1,220,7,7,0,129,17,3,0,16,3,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,400,11,0,8304,10,3,0,8321,1,0,0,8347,0,0,0,8210,0,0,0,8236,48,0,0,8300,8200,5008,5008,5002,6.699999999999999,7,491.7,454.3,350.4,297.29999999999995,-0.30000000000000027,-0.09999999999999964,-9.300000000000011,12.199999999999989,603.5,283.9,-234,27.80000000000001,"TOP","SOLO",2.8,6.9,450.6,625,314.6,597.4,0.7999999999999998,1.8999999999999997,-6.199999999999989,105.39999999999998,1171.2,1173.5,-450,34.89999999999992,"DIAMOND"
718958857,"LA1",1562312587755,2373,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,true,true,true,true,true,true,11,1,1,5,0,1,0,9,92,4,12,3142,3071,3814,3111,3053,3033,3340,14,6,8,5,2,3,570,1,0,0,0,0,263856,165,257095,6595,0,37642,165,35535,1941,7794,1,44754,8866,7132,42,48,35764,5519,29075,1169,19051,17025,2,265,13,1,5,222,18,7,0,22,1,false,false,false,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1647,792,1671,9111,3193,440,0,9105,14,30,0,8014,878,0,0,8304,9,0,0,8347,0,0,0,8000,8300,5007,5008,5002,6.4,7.7,516,462.1,358.3,346.9,-2.4,2,-77.5,19.10000000000001,954.3,451.9,-342.2,-141.4,"TOP","SOLO",7,6.5,949,629.2,849.8,494.59999999999997,2.8,0.10000000000000009,538,188.70000000000002,1860.2,698.4000000000001,-234.39999999999986,-828,"DIAMOND"
718775661,"LA1",1562289116851,1688,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,true,true,true,true,false,true,10,0,1,3,0,1,0,7,84,4,12,3146,1054,3116,3020,3108,3191,3340,5,7,8,2,2,2,394,1,0,0,0,0,117647,91125,26288,234,0,24111,19776,4302,32,5875,1,12158,3379,1866,26,9,23936,2536,20513,886,11487,10125,1,173,0,0,0,132,16,5,0,12,1,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1986,0,0,8139,1198,0,0,8138,30,0,0,8135,1673,5,0,8234,8043,0,0,8236,24,0,0,8100,8200,5008,5008,5003,6.7,6.4,567.3,462,486.7,233.4,3,0.9000000000000001,104.9,29.900000000000006,1036.6,347.1,-432.5,-23.900000000000006,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718708551,"LA1",1562286523157,1939,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",100,false,false,true,false,false,false,true,2,0,0,1,0,1,0,2,92,4,12,3071,1054,1055,3812,3053,3158,3340,6,6,4,3,1,2,337,0,0,0,0,0,152841,0,147882,4959,0,18198,0,15844,2354,4004,1,25365,648,648,20,25,25210,8358,12595,4256,12041,12050,0,204,8,0,4,143,16,2,0,12,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,949,426,904,9111,384,200,0,9105,15,10,0,8017,352,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5008,5008,5002,7.8999999999999995,5.699999999999999,553.3,407.9,470.8,235.7,1.1999999999999997,-0.2000000000000004,76.80000000000001,-35.5,849.2,443.1,11.5,30.899999999999977,"TOP","SOLO",,6.1,,456.20000000000005,,400.4,,-1,,-310.9,,992.6,,113.80000000000001,"DIAMOND"
718694354,"LA1",1562284460276,1622,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,true,true,2,0,0,3,0,1,0,6,92,4,12,3071,1054,3812,1055,3158,3052,3340,5,5,0,2,1,2,437,0,0,0,0,0,155427,72,152288,3065,0,19003,23,17743,1236,3945,1,24664,11021,2694,24,28,24300,2689,16627,4983,10285,9550,1,175,8,1,1,153,14,2,0,11,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1180,492,1092,9111,133,100,0,9105,20,20,0,8017,13,0,0,8304,10,3,0,8347,0,0,0,8000,8300,5008,5008,5002,6.8,6,507.8,438.7,395.8,298.1,-2.2,0.10000000000000009,-20.599999999999994,22.099999999999994,850.6,465.20000000000005,-186.39999999999998,-101.89999999999998,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718395594,"LA1",1562212235193,1842,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,true,true,true,false,true,true,7,0,0,3,0,1,0,6,92,4,12,3142,1033,1055,3071,3111,3812,3340,8,5,5,3,3,2,578,2,1,0,0,0,154368,1383,151095,1888,0,24305,1062,21354,1888,5658,1,26297,8256,3544,32,29,25361,14829,10051,481,12773,11975,2,188,12,1,5,127,17,3,0,13,4,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1888,972,2069,9111,1256,260,0,9105,19,30,0,8017,0,0,0,8304,10,3,0,8347,0,0,0,8000,8300,5008,5008,5003,6.9,6.1,562,483.5,397.20000000000005,253.39999999999998,-0.10000000000000009,-1.0999999999999996,117.69999999999999,5.600000000000023,885.3,460,375.1,160.2,"TOP","SOLO",,5.5,,640.3,,551.4,,-0.8999999999999999,,-124.00000000000003,,1162.5,,-151.89999999999998,"DIAMOND"
718364674,"LA1",1562208688665,1648,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,false,true,true,true,true,true,8,0,1,3,0,1,0,8,85,4,12,3152,3165,3157,3041,3020,1058,3340,14,2,13,8,2,3,686,3,0,0,0,0,118449,89454,27800,1194,0,22812,19448,3213,150,2146,1,9462,5169,1475,29,24,17224,8968,7407,848,14148,13175,0,169,2,0,1,53,16,1,0,11,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,625,11,0,8304,10,3,0,8345,4,0,0,8347,0,0,0,8224,485,0,0,8236,24,0,0,8300,8200,5008,5008,5003,5.5,7.6,597,485.8,606.0999999999999,319.2,,,,,760.0999999999999,347.9,,,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
718053410,"LA1",1562159523688,2202,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",100,true,true,true,false,false,true,true,10,0,1,6,0,1,0,4,92,4,12,3142,3158,3812,3053,3071,1036,3340,7,9,4,3,2,1,349,1,0,0,0,0,190517,0,187245,3272,0,19728,0,18813,915,5595,1,29509,8073,2899,37,23,33706,7499,19357,6848,15642,15525,0,242,0,0,0,148,18,5,0,17,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,749,331,804,9111,770,220,0,9105,16,0,0,8014,368,0,0,8304,10,3,0,8347,0,0,0,8000,8300,5008,5008,5002,7.3,7,567.5999999999999,424.20000000000005,464.6,256.5,2.6,0,124.89999999999998,-45.49999999999997,1077,486.1,40.99999999999994,102.80000000000001,"TOP","SOLO",4.2,7.800000000000001,619.6,483.6,727.6,365.9,-2.2,-0.6999999999999997,-49.60000000000002,-326.9,1376.6,973.7,-822.5999999999999,-379.59999999999997,"DIAMOND"
718070476,"LA1",1562156240877,2351,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,true,false,false,true,true,true,false,9,0,2,4,0,0,0,10,92,4,12,3026,3812,3071,3158,3053,3155,3340,8,7,15,4,2,2,764,2,0,0,0,0,247571,117,234564,12889,0,28314,117,26108,2087,13389,1,47397,19077,7881,38,50,37797,14340,18474,4982,18049,16525,0,244,16,3,7,251,18,5,0,18,6,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1605,886,1429,9111,1489,460,0,9105,20,50,0,8014,628,0,0,8304,12,0,0,8347,0,0,0,8000,8300,5008,5008,5002,7,5.7,567.0999999999999,373.6,461.4,215,0.2999999999999998,-2.2999999999999994,34.5,-97.49999999999997,778.2,461.29999999999995,-20.000000000000057,118.1,"TOP","SOLO",5,7.4,525.2,603.2,439.2,527.8,2,3.8999999999999995,246.60000000000002,105.99999999999997,583.2,1521.4,-1019.3999999999999,230.89999999999998,"DIAMOND"
718060539,"LA1",1562153513188,1948,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,true,false,false,false,false,false,0,0,0,1,0,0,0,10,84,4,12,3146,1054,3157,3020,3165,2055,3340,7,4,6,4,2,2,973,1,0,0,0,0,163549,130375,29746,3426,0,29884,24201,5311,370,7417,1,18764,1189,0,29,9,26564,5764,16762,4038,12275,12000,0,237,0,0,0,142,17,6,0,15,4,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,2510,0,0,8139,1132,0,0,8120,3,30,9,8135,2329,5,0,8444,1045,0,0,8451,203,0,0,8100,8400,5008,5008,5002,7.9,7.199999999999999,504.2,484.5,331.9,306.70000000000005,,,,,679.2,362.4,,,"TOP","SOLO",,7.699999999999999,,664,,481.4,,,,,,1163.1999999999998,,,"DIAMOND"
718019803,"LA1",1562149676761,1689,420,11,13,"9.13.280.4632","CLASSIC","MATCHED_GAME",200,false,false,true,false,false,true,true,2,0,0,2,0,1,0,6,99,4,12,3157,1082,3285,3165,3020,1058,3363,10,7,11,4,2,3,402,1,0,0,0,0,148729,132321,15782,625,0,26211,24712,1319,180,812,1,12688,3269,838,26,48,15595,5560,9478,557,13041,12835,0,168,0,0,0,379,15,3,0,11,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2487,0,0,8226,250,1126,0,8210,0,0,0,8236,24,0,0,8347,0,0,0,8345,4,0,0,8200,8300,5008,5008,5003,6.5,5.6,444.09999999999997,465.1,430,358.2,-3,-1.5,-197.5,86.6,501.3,329.7,177.8,-118.09999999999998,"MIDDLE","SOLO",,,,,,,,,,,,,,,"DIAMOND"
717543942,"LA1",1562075150483,197,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,false,false,0,0,0,0,0,0,0,7,114,4,12,0,1054,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,3140,82,2960,97,98,687,82,506,97,146,1,452,0,0,1,0,784,0,774,9,881,500,0,11,0,0,0,5,3,0,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,6,2,6,9111,0,0,0,9104,0,0,0,8014,0,0,0,8275,0,0,0,8210,0,0,0,8000,8200,5008,5008,5002,,,,,,,,,,,,,,,"NONE","DUO",,,,,,,,,,,,,,,"DIAMOND"
717542714,"LA1",1562072831160,1422,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,false,false,true,false,false,false,true,1,0,0,0,0,1,0,6,114,4,12,3748,1055,3078,1036,3047,1036,3340,6,5,3,2,1,3,431,0,0,0,0,0,105012,5166,94302,5543,331,21188,1628,14212,5347,5663,2,14810,2518,2404,19,7,21886,7656,12395,1834,10313,10383,0,162,0,0,0,111,14,5,0,10,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,876,429,1026,9111,589,180,0,9104,15,30,0,8014,478,0,0,8275,9,0,0,8210,0,0,0,8000,8200,5005,5008,5002,7.9,6.199999999999999,621.7,400.4,565.9000000000001,300.8,-1.5499999999999998,-3.0999999999999996,7.699999999999989,-65.69999999999996,1069.3,471.8,188.89999999999998,181.3,"TOP","DUO_CARRY",,,,,,,,,,,,,,,"DIAMOND"
717541891,"LA1",1562070419447,1235,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,true,true,true,false,false,true,11,1,0,1,0,1,0,6,114,4,12,3077,1055,2033,3071,3111,1053,3340,4,5,7,2,1,1,479,0,0,0,0,0,75478,6173,67122,2182,341,14278,2229,9867,2182,4906,9,14539,3358,3358,17,9,20185,8541,10155,1488,8361,7605,2,129,4,4,0,96,12,4,0,6,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,983,777,0,8446,1259,0,0,8429,51,13,13,8451,159,0,0,8275,6,0,0,8210,0,0,0,8400,8200,5007,5008,5002,5.8,7.1,425.7,452.29999999999995,462.9,292.20000000000005,0.19999999999999973,0.3999999999999999,8.599999999999994,36.39999999999995,1194.1999999999998,612.2,51.599999999999966,255,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
717532169,"LA1",1562067185341,1839,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,false,false,true,false,false,false,9,0,0,1,0,0,0,8,92,4,12,3047,1054,3026,3071,3812,3053,3340,18,5,10,10,3,5,343,6,1,0,0,0,207442,259,201516,5666,0,49689,196,45043,4450,12891,1,50204,10632,7298,26,49,39532,8402,24550,6579,17265,14425,1,226,5,1,4,175,17,1,0,11,2,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,3988,1733,3931,9111,3749,560,0,9105,12,40,0,8014,1279,0,0,8304,8,1,5,8347,0,0,0,8000,8300,5007,5008,5002,8.6,7.6000000000000005,566.9,529.8,504,408.6,,,,,837.2,515.8,,,"TOP","SOLO",,6.1,,600.9000000000001,,721.9000000000001,,,,,,2393.8,,,"DIAMOND"
717531838,"LA1",1562065530205,949,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,true,true,false,false,true,false,4,0,0,2,0,0,0,9,92,4,12,2031,3812,3067,1055,1055,3158,3340,5,2,2,3,2,1,408,1,0,0,0,0,76212,0,74019,2192,0,8607,0,8146,461,1236,1,8134,6367,6367,7,25,8337,1547,5953,837,8532,6200,2,127,0,0,0,112,12,0,0,5,0,false,false,true,false,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,341,188,379,9111,232,140,0,9105,13,20,0,8014,193,0,0,8304,10,3,0,8347,0,0,0,8000,8300,5008,5008,5002,,6.9,,463.1,,334.1,,0.32000000000000006,,22.360000000000014,,498.29999999999995,,-37.34,"NONE","DUO_SUPPORT",,,,,,,,,,,,,,,"DIAMOND"
717540265,"LA1",1562063097291,1835,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",100,true,false,true,true,true,false,false,11,0,2,2,0,0,0,4,103,4,12,3030,3165,3905,1082,3020,1058,3364,6,4,14,4,1,1,1120,0,0,0,0,0,140842,81675,17925,41242,0,24871,17453,2290,5127,4139,1,8225,8870,5886,20,48,18426,5206,12382,836,13129,11400,2,185,12,8,0,319,17,2,0,8,4,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,31,0,0,8304,9,4,5,8345,4,0,0,8347,0,0,0,8143,638,0,0,8106,5,0,0,8300,8100,5008,5008,5002,8.100000000000001,3.8,624.1,388.70000000000005,465.5,265.5,2.0000000000000004,-2.6000000000000005,255.29999999999998,-37.5,363.79999999999995,576.3,-212.70000000000002,61.00000000000003,"MIDDLE","SOLO",,6,,636.4,,505.5,,2.1999999999999997,,234.19999999999996,,841.6,,-425.9,"DIAMOND"
717529118,"LA1",1562060024259,2180,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",100,false,true,true,false,true,false,true,7,0,1,1,0,1,0,2,92,4,12,3814,3812,3071,3111,3033,3134,3340,12,6,4,5,2,4,561,2,0,0,0,0,235738,0,230639,5098,0,31616,0,29247,2368,9780,1,39591,11647,4727,44,43,30162,6617,18720,4825,16684,15225,2,259,4,4,0,197,18,3,0,17,5,true,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,2300,1066,2185,9111,889,320,0,9105,16,40,0,8014,680,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5008,5008,5002,7.8,7.199999999999999,678.3,451,648.1,312.3,2.5,0.8999999999999995,223,22.100000000000023,1156.5,431.8,-111.10000000000002,-11.499999999999972,"TOP","SOLO",7.6,6.3,463,547.0999999999999,350.8,453.8,5,0.39999999999999947,144.60000000000002,-95.10000000000005,260.4,954.4000000000001,-287.4,-145,"DIAMOND"
717518521,"LA1",1562057653236,1701,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,false,true,true,true,true,true,11,1,1,4,0,1,0,8,114,4,12,3074,3078,3053,3111,3133,1053,3340,10,3,6,5,2,3,581,2,0,0,0,0,181876,8683,164245,8948,677,29932,3743,20359,5829,13312,10,30926,17864,12590,14,15,31150,9889,20302,958,14849,14558,5,210,15,4,5,188,16,1,0,10,0,false,false,true,false,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1583,1184,0,8446,3734,0,0,8429,64,14,13,8451,217,0,0,8275,10,0,0,8210,0,0,0,8400,8200,5005,5008,5002,8,7.8,599.2,454.3,530.4000000000001,349.2,1.3999999999999995,2.8,212.5,65.9,1209.6,518.4,574.4,23.499999999999943,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
717517566,"LA1",1562055780856,1337,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",100,true,true,true,false,true,false,true,6,0,1,1,0,1,0,2,85,4,12,3152,3165,3157,1026,3020,3136,3340,13,2,5,5,3,3,855,3,1,0,0,0,102298,74136,15040,13121,0,19668,16219,2823,625,950,1,8667,8145,2913,14,27,12258,4331,7845,81,12321,12200,1,147,0,0,0,90,14,0,0,9,0,false,false,true,false,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,630,17,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,8233,11,40,0,8236,24,0,0,8300,8200,5007,5008,5002,6.6,6.8,582.4,406.2,594.2,397.20000000000005,2.1,2,99.29999999999998,13.199999999999989,805.5,200.1,-149.20000000000005,-84.7,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
717525581,"LA1",1562053333790,1958,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,false,false,true,true,false,true,8,0,1,3,0,1,0,8,92,4,12,3814,3033,3142,3158,3053,3071,3340,15,7,11,6,2,3,596,3,0,0,0,0,207189,76,190113,16998,0,35891,0,33812,2079,5450,1,29813,28229,2467,28,37,30775,4335,23905,2535,16763,17275,0,182,8,4,4,160,17,2,0,13,1,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1751,601,1696,9111,2546,520,0,9105,14,50,0,8014,1110,0,0,8304,9,0,0,8347,0,0,0,8000,8300,5007,5008,5002,6.1,5.7,653.5,441.79999999999995,669,313.2,-1.4000000000000004,-0.6999999999999995,2.0000000000000284,22.99999999999997,1097.6,351.1,-117.69999999999999,-121.9,"TOP","SOLO",,4.5,,520.4,,479.2,,-0.5999999999999994,,155.49999999999997,,1223.9,,-572.8999999999999,"DIAMOND"
717504529,"LA1",1562050882897,1662,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",100,true,false,false,true,true,true,false,10,0,1,2,0,0,0,4,92,4,12,3142,3134,3814,3071,3111,3133,3340,12,4,7,5,1,2,615,0,0,0,0,0,164529,0,161100,3429,0,33409,0,31604,1804,4169,1,21659,10372,5734,24,38,22757,3675,17558,1523,14705,12800,1,197,8,0,8,145,17,2,0,11,3,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1541,516,1441,9111,1750,380,0,9105,12,20,0,8014,755,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5008,5008,5002,6.2,8,575.1,525.9,543.7,373.1,-0.7999999999999994,1.8000000000000003,94.20000000000002,97.89999999999998,1115.4,534.6,-9.800000000000011,-160.4,"TOP","SOLO",,,,,,,,,,,,,,,"DIAMOND"
717073580,"LA1",1561980234407,1417,420,11,13,"9.13.279.7717","CLASSIC","MATCHED_GAME",200,true,true,false,true,true,false,false,9,0,1,1,0,0,0,9,92,4,12,3035,1055,1055,3071,3158,3812,3340,8,1,3,7,1,1,665,0,0,0,0,0,137131,0,134727,2403,0,22919,0,20887,2031,4310,1,14677,2133,1807,13,31,15111,3034,10208,1868,11588,9875,1,200,0,0,0,166,16,1,0,9,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1701,724,1306,9111,619,220,0,9105,14,50,0,8014,532,0,0,8304,9,4,5,8347,0,0,0,8000,8300,5008,5008,5002,9.5,7.3999999999999995,711.3,467.6,491.9,304.8,,,,,708.4,321.3,,,"TOP","DUO_CARRY",,,,,,,,,,,,,,,"DIAMOND"
