"gameId","platformId","gameCreation","gameDuration","queueId","mapId","seasonId","gameVersion","gameMode","gameType","teamId","win","firstBlood","firstTower","firstInhibitor","firstBaron","firstDragon","firstRiftHerald","towerKills","inhibitorKills","baronKills","dragonKills","vilemawKills","riftHeraldKills","dominionVictoryScore","participantId","championId","spell1Id","spell2Id","item0","item1","item2","item3","item4","item5","item6","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist","combatPlayerScore","objectivePlayerScore","totalPlayerScore","totalScoreRank","playerScore0","playerScore1","playerScore2","playerScore3","playerScore4","playerScore5","playerScore6","playerScore7","playerScore8","playerScore9","perk0","perk0Var1","perk0Var2","perk0Var3","perk1","perk1Var1","perk1Var2","perk1Var3","perk2","perk2Var1","perk2Var2","perk2Var3","perk3","perk3Var1","perk3Var2","perk3Var3","perk4","perk4Var1","perk4Var2","perk4Var3","perk5","perk5Var1","perk5Var2","perk5Var3","perkPrimaryStyle","perkSubStyle","statPerk0","statPerk1","statPerk2","creepsPerMinDeltas_10-20","creepsPerMinDeltas_0-10","xpPerMinDeltas_10-20","xpPerMinDeltas_0-10","goldPerMinDeltas_10-20","goldPerMinDeltas_0-10","csDiffPerMinDeltas_10-20","csDiffPerMinDeltas_0-10","xpDiffPerMinDeltas_10-20","xpDiffPerMinDeltas_0-10","damageTakenPerMinDeltas_10-20","damageTakenPerMinDeltas_0-10","damageTakenDiffPerMinDeltas_10-20","damageTakenDiffPerMinDeltas_0-10","lane","role","highestAchievedSeasonTier","creepsPerMinDeltas_30-end","creepsPerMinDeltas_20-30","xpPerMinDeltas_30-end","xpPerMinDeltas_20-30","goldPerMinDeltas_30-end","goldPerMinDeltas_20-30","damageTakenPerMinDeltas_30-end","damageTakenPerMinDeltas_20-30","csDiffPerMinDeltas_30-end","csDiffPerMinDeltas_20-30","xpDiffPerMinDeltas_30-end","xpDiffPerMinDeltas_20-30","damageTakenDiffPerMinDeltas_30-end","damageTakenDiffPerMinDeltas_20-30"
685610157,"LA1",1554852451394,1580,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",100,false,true,true,false,false,true,false,2,0,0,2,0,0,0,2,267,4,7,3098,3107,2055,3117,1004,1004,3364,0,6,7,0,0,0,690,0,0,0,0,0,15042,11933,2832,277,0,4824,4049,774,0,3099,4,4590,269,0,55,21,12167,5682,6124,360,5549,4675,0,20,0,0,0,73,11,5,0,24,10,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,443,433,0,8226,250,93,0,8210,0,0,0,8237,219,0,0,8473,734,0,0,8453,341,84,0,8200,8400,5008,5008,5001,1.3,0.1,260.2,294.8,210,167.8,-0.95,-1.6,-141.3,-1.5500000000000114,514.1,231.10000000000002,289.95,119.30000000000004,"BOTTOM","DUO_SUPPORT","SILVER",,,,,,,,,,,,,,
684727551,"LA1",1554613605913,1632,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",200,false,true,false,false,false,false,false,2,0,0,1,0,0,0,6,15,4,7,3046,3006,3087,1055,1053,3031,3363,8,3,9,6,1,1,1252,0,0,0,0,0,130432,2705,123492,4234,527,21485,729,20595,160,3424,2,9127,6873,1075,15,1,18371,8997,8754,619,12253,11250,0,199,4,4,0,15,14,2,0,10,1,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1502,0,0,9111,835,340,0,9104,14,40,0,8014,364,0,0,8304,9,0,0,8345,4,0,0,8000,8300,5005,5008,5002,8.7,6.1,521.7,378.4,463.4,352.8,0.5000000000000004,-0.25000000000000044,53.04999999999998,66.6,571.7,404.79999999999995,163.99999999999994,56.200000000000045,"BOTTOM","DUO_CARRY","SILVER",,,,,,,,,,,,,,
684229926,"LA1",1554519627331,2007,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",100,false,false,false,false,false,false,false,2,0,0,0,0,0,0,3,14,4,12,3077,2031,3052,3047,3068,3065,3340,2,10,10,0,1,0,353,0,0,0,0,0,121425,36857,83995,571,0,20524,7249,12703,571,2164,1,69375,3363,2559,16,46,44291,13564,28740,1987,10232,9650,1,162,0,0,0,563,16,1,0,10,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1847,1384,0,8446,1673,0,0,8429,70,17,13,8451,269,0,0,8304,9,3,0,8352,171,1025,0,8400,8300,5008,5002,5001,5.3,4.800000000000001,471.20000000000005,414,335.2,232.5,-0.20000000000000018,-0.19999999999999973,-83.6,19.99999999999997,1138.9,423.29999999999995,-190.60000000000002,-48.70000000000003,"TOP","SOLO","SILVER",,4.7,,480.6,,321.6,,2187.1,,1.2000000000000002,,-138.09999999999997,,346.5
684113472,"LA1",1554496573326,2542,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",200,true,true,false,false,false,true,false,9,0,0,3,0,0,0,8,92,4,12,3074,3142,2421,3036,3158,3071,3364,6,9,9,3,2,1,393,1,0,0,0,0,211536,259,201852,9423,0,25935,65,24200,1669,6788,1,38204,11536,2520,24,36,40884,18602,21914,367,16005,13945,2,240,14,3,2,150,18,1,0,7,3,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1489,899,1534,9111,1428,300,0,9104,20,0,0,8014,653,0,0,8304,9,3,0,8347,0,0,0,8000,8300,5008,5008,5002,7.3,6.2,471.5,404.7,325.4,244.5,-4.440892098500626e-16,0.40000000000000036,-60.19999999999999,-66.70000000000002,718.2,319.1,-89.30000000000001,-18.900000000000006,"TOP","SOLO","SILVER",3.7,5.3,496.2,524.7,469.1,407.4,1566.7,1129.5,0.40000000000000036,0.19999999999999973,-173,52.400000000000034,-799.9,-666.3
684110128,"LA1",1554494452224,1671,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",200,true,true,false,true,false,false,false,9,0,0,1,0,0,0,10,14,4,12,3748,2420,2031,1054,3068,3047,3340,4,4,7,3,1,1,380,0,0,0,0,0,89266,19110,70155,0,0,11257,3401,7856,0,2523,1,18671,3352,3165,22,35,21599,7134,13310,1154,8511,8375,0,123,8,4,4,476,14,1,0,10,2,false,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,544,392,0,8446,1707,0,0,8429,64,16,10,8451,213,0,0,8304,10,0,0,8352,173,950,0,8400,8300,5008,5002,5001,5.199999999999999,5.300000000000001,446.5,380.1,290.9,200.9,1.2999999999999998,0.20000000000000018,84.70000000000002,16.79999999999997,841.5,490.8,-131.09999999999997,89.49999999999999,"TOP","SOLO","SILVER",,,,,,,,,,,,,,
683796288,"LA1",1554423513758,1681,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",100,true,false,true,true,true,true,false,11,0,1,2,0,0,0,4,75,4,12,3110,3057,3025,3111,3044,3101,3340,2,3,0,0,1,0,1120,0,0,0,0,0,130208,17899,110738,1570,0,7739,3490,4249,0,294,1,23825,7084,7084,11,10,19067,4014,13525,1527,10486,10200,3,199,0,0,0,710,16,0,0,7,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,636,453,0,8446,2164,0,0,8429,64,25,15,8451,216,0,0,8347,0,0,0,8304,10,0,0,8400,8300,5007,5002,5001,8.1,6.2,558.8,468.3,377.6,217.7,1,-2.6999999999999993,52.49999999999997,7.900000000000006,619.5,453.70000000000005,-116.79999999999998,240.90000000000003,"TOP","SOLO","SILVER",,,,,,,,,,,,,,
683791434,"LA1",1554420881353,1985,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",200,true,false,true,true,false,false,true,10,0,0,2,0,1,0,6,14,4,12,3077,3193,3068,3047,3065,0,3340,3,6,19,3,1,1,756,0,0,0,0,0,175191,47550,112530,15110,0,28419,12046,16373,0,4275,1,70579,12251,8609,30,55,50637,28849,18716,3072,12010,11050,2,191,4,0,4,672,16,1,0,13,0,false,false,false,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,3422,2487,0,8446,5350,0,0,8473,989,0,0,8451,262,0,0,8345,4,0,0,8352,75,258,88,8400,8300,5008,5008,5002,5.5,8.5,404.4,582.2,330.79999999999995,392.5,1.8000000000000003,2.8000000000000003,4.999999999999972,198.10000000000002,1237.2,449.8,165.39999999999992,-41.79999999999998,"TOP","SOLO","SILVER",,4.5,,474.7,,317.5,,2564.7,,3.4000000000000004,,101.79999999999998,,620.2
683548891,"LA1",1554343191250,1732,420,11,13,"9.7.269.2391","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,false,false,3,0,0,1,0,0,0,7,15,4,7,3031,2003,1051,3046,3006,2015,3363,2,10,7,2,1,1,493,0,0,0,0,0,99995,40,97179,2776,424,13645,40,13549,56,2527,2,10679,1518,389,17,0,21148,3839,16877,431,9116,8750,0,173,0,0,0,0,13,2,0,11,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1090,0,0,9111,257,180,0,9104,18,50,0,8014,134,0,0,8304,9,3,0,8345,4,0,0,8000,8300,5005,5008,5002,6.699999999999999,6.4,337.9,298.1,300,237.39999999999998,,,,,755.9,273.3,,,"BOTTOM","SOLO","SILVER",,,,,,,,,,,,,,
683257051,"LA1",1554262810943,1757,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,false,false,false,false,false,true,false,1,0,0,1,0,0,0,8,222,4,7,2003,1055,3006,3031,3046,3085,3340,3,6,8,2,1,1,540,0,0,0,0,0,142089,1247,131651,9190,544,11384,659,10725,0,4065,3,9956,4376,1560,13,23,17282,4270,12180,831,10807,10300,0,189,4,0,0,69,14,0,0,8,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1449,0,0,9111,195,220,0,9104,18,40,0,8014,275,0,0,8236,14,0,0,8233,17,30,0,8000,8200,5005,5008,5002,5.300000000000001,4.6,443.5,247.10000000000002,346.3,185.8,1.0500000000000003,-0.7000000000000002,10.400000000000006,-54.84999999999998,737.8,283.6,340.69999999999993,73.69999999999999,"BOTTOM","DUO_CARRY","SILVER",,,,,,,,,,,,,,
683261245,"LA1",1554259917441,2076,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,true,true,true,true,true,true,false,11,0,2,2,0,0,0,8,14,4,12,3748,3193,3143,3047,3082,3068,3364,7,2,8,6,1,1,1814,0,0,0,0,0,197991,45391,148814,3784,0,24033,9224,14619,189,8185,1,76282,8327,7908,26,43,40623,6154,31350,3118,15608,14250,3,261,8,4,0,837,18,2,0,13,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,2891,2074,0,8446,3320,0,0,8429,71,25,12,8451,253,0,0,8352,197,1012,0,8304,9,0,0,8400,8300,5008,5008,5002,10,7.3,614.5,464.6,537.2,308.1,2.0000000000000004,0,102.1,55.69999999999999,1065.8,323.7,-59.49999999999994,-179.5,"TOP","SOLO","SILVER",,7.9,,642.8,,492.1,,1497.4,,2.8000000000000003,,253.79999999999998,,-110.69999999999987
682888835,"LA1",1554171079324,2027,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,true,true,true,true,true,true,true,11,0,1,4,0,1,0,10,15,4,7,3046,0,3006,3031,1053,3087,3363,5,3,5,3,2,2,1103,1,0,0,0,0,142476,5140,133897,3438,606,18114,555,17282,276,3716,4,11094,10606,2842,28,2,13622,5747,6830,1044,11854,11150,0,199,8,4,4,24,15,4,0,15,5,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1121,0,0,9101,3387,3268,0,9103,33,20,0,8014,329,0,0,8304,10,0,0,8345,4,0,0,8000,8300,5005,5008,5002,6.8,6.300000000000001,433.9,302.20000000000005,343.6,219.89999999999998,-0.6000000000000001,2.220446049250313e-16,-54.64999999999995,-41.349999999999994,101,175.60000000000002,-234.34999999999997,-7,"BOTTOM","DUO_CARRY","SILVER",,5.300000000000001,,419.1,,406,,612.1,,-0.050000000000000044,,-70.85000000000008,,-175.35000000000002
682902254,"LA1",1554168739171,1575,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,false,false,false,false,false,false,0,0,0,0,0,0,0,3,15,4,7,3046,3031,2015,1055,0,3006,3340,2,4,2,0,1,0,515,0,0,0,0,0,114422,19,107733,6670,416,10461,0,10461,0,1685,3,5834,343,343,17,0,12226,4359,7112,755,8254,8175,0,184,0,0,0,0,12,1,0,9,2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,767,0,0,9101,616,1059,0,9103,0,0,0,8014,126,0,0,8304,9,3,0,8345,4,0,0,8000,8300,5005,5008,5002,6.1,7,388.6,316.20000000000005,311.3,270.2,0.7500000000000002,0.44999999999999996,-24.549999999999983,-16.60000000000001,615.3,277.8,180.95000000000005,54.39999999999999,"BOTTOM","DUO_CARRY","SILVER",,,,,,,,,,,,,,
682607642,"LA1",1554086496752,1868,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,false,true,false,false,false,false,false,0,0,0,1,0,0,0,7,15,4,7,3046,1055,3031,3087,3006,1053,3363,6,9,3,3,1,2,475,0,0,0,0,0,166226,4428,144060,17738,530,22285,422,21557,306,5572,4,13548,956,956,14,2,22388,7124,14602,661,12035,11575,0,213,0,0,0,39,14,1,0,10,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1500,0,0,9111,514,180,0,9104,16,20,0,8014,538,0,0,8236,28,0,0,8234,8758,0,0,8000,8200,5005,5008,5002,9.2,4.4,442,249.5,479.7,191.60000000000002,1.3499999999999996,-0.6999999999999998,-35.69999999999999,-34.89999999999999,384.4,405,-311.6,20.650000000000006,"BOTTOM","DUO_CARRY","SILVER",,7.1,,474.9,,444,,1217.5,,0.7000000000000002,,-68.1,,-221.2500000000001
682396492,"LA1",1554053317724,2370,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,false,false,true,false,true,true,false,7,0,1,5,0,0,0,10,222,4,7,2421,3006,3072,3031,3046,3085,3363,8,8,8,4,2,2,701,3,0,0,0,0,201255,796,195259,5199,818,23722,166,23249,307,7068,3,13509,20535,8730,38,7,27366,14416,11988,961,16185,14625,2,196,36,20,0,47,16,3,0,16,4,false,false,true,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1756,0,0,9111,690,320,0,9104,14,20,0,8014,499,0,0,8233,24,20,0,8236,28,0,0,8000,8200,5005,5008,5002,5.6,7.5,354.9,364.7,388.1,381.6,-0.25,0.49999999999999956,-127,33.89999999999998,588.9000000000001,210.7,104.14999999999999,-76.65,"BOTTOM","DUO_CARRY","SILVER",5,3.3,483.4,425.4,392.6,347.1,792.8,972,0.09999999999999964,-1.35,-239.50000000000006,-148.3,279.79999999999995,-8.600000000000023
682402622,"LA1",1554050790539,1784,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,true,true,true,true,false,false,false,10,1,0,3,0,0,0,9,29,4,7,3153,3046,3006,3085,1055,0,3340,2,4,11,2,1,1,777,0,0,0,0,0,83923,283,77062,6577,459,14443,283,11862,2297,2758,3,7231,11271,5834,19,15,14686,2970,10319,1396,10634,10175,2,139,12,5,0,215,13,1,0,10,3,true,false,false,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1134,649,485,9111,663,260,0,9104,18,0,0,8014,249,0,0,8233,19,20,0,8236,14,0,0,8000,8200,5005,5008,5002,5.6,6.3,363.70000000000005,369,371,329.5,-0.10000000000000009,-0.19999999999999996,-54.05000000000004,22.150000000000006,383.7,270.4,42.400000000000034,-13.549999999999997,"BOTTOM","DUO_CARRY","SILVER",,,,,,,,,,,,,,
681939311,"LA1",1553964900826,1386,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,true,false,false,false,false,false,0,0,0,0,0,0,0,1,14,4,12,3065,2031,1054,3047,3751,0,3340,1,4,4,0,1,0,854,0,0,0,0,0,79120,18079,55240,5800,0,9611,3000,6611,0,1260,1,28952,891,891,16,29,27768,10001,15721,2045,6145,5225,0,118,0,0,0,690,12,1,0,8,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,851,590,0,8446,526,0,0,8429,56,13,13,8451,144,0,0,8352,157,825,0,8304,10,0,0,8400,8300,5008,5008,5002,5.199999999999999,5.9,466.7,428.7,301.70000000000005,212.89999999999998,,,,,1549.5,443.8,,,"TOP","SOLO","SILVER",,,,,,,,,,,,,,
681926009,"LA1",1553962566201,1804,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,false,true,true,true,true,true,11,0,1,4,0,1,0,5,23,4,12,3153,1053,3006,3087,3031,1036,3340,8,5,2,3,2,2,488,1,0,0,0,0,184699,30369,153356,974,780,19921,2470,17307,144,7988,1,30427,3572,3443,22,7,36406,3718,31110,1577,12857,12000,0,202,10,10,0,82,15,2,0,12,1,true,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,1,30,0,9111,1109,200,0,9104,13,10,0,8299,1391,0,0,8347,0,0,0,8304,8,0,0,8000,8300,5005,5008,5002,7.2,5.800000000000001,521.8,428.9,375,343.3,,,,,1082.5,506.20000000000005,,,"TOP","SOLO","SILVER",,7.2,,497.7,,516.5999999999999,,2051.9,,,,,,
681933088,"LA1",1553960044770,1924,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,true,true,false,false,true,false,4,0,0,3,0,0,0,1,236,4,7,3153,3094,0,3006,0,3071,3363,7,10,10,3,2,1,455,1,0,0,0,0,95664,3903,90839,922,353,20492,1728,18366,398,4363,4,13865,6004,2005,31,5,30454,9348,19321,1785,12047,10500,0,136,8,4,0,55,14,4,0,14,2,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1953,1057,895,9111,612,340,0,9104,11,40,0,8014,364,0,0,8304,8,3,0,8345,4,0,0,8000,8300,5005,5008,5002,3.7,6.3999999999999995,371.6,312.2,420.5,304.2,,,,,919.7,359,,,"MIDDLE","DUO","SILVER",,3.0999999999999996,,420.4,,268.8,,1059.5,,,,,,
681116881,"LA1",1553743955185,2276,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,false,true,true,false,false,false,false,5,0,0,1,0,0,0,9,25,4,14,3092,3157,3107,3117,3190,1052,3364,1,8,19,0,1,0,749,0,0,0,0,0,46145,37825,5413,2906,0,17927,15123,1047,1756,9635,8,17599,1926,1146,61,73,28030,14798,12026,1205,10608,10310,0,46,0,0,0,129,15,1,0,29,5,false,false,false,true,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1463,1093,0,8226,250,623,0,8210,0,0,0,8237,521,0,0,8347,0,0,0,8313,0,0,0,8200,8300,5008,5008,5001,1.5,0.8,321.8,343.9,321.6,227.5,0.2000000000000004,-0.25,-41.849999999999966,42.69999999999999,820.8,95.9,199.54999999999995,-54.60000000000001,"BOTTOM","DUO_SUPPORT","SILVER",2.4,1.1,534.8,401.20000000000005,356.4,233.1,980.2,1111.1,3.0000000000000004,1.7999999999999996,94.69999999999999,28.650000000000006,245.70000000000005,592.9000000000001
681111851,"LA1",1553741649138,1605,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,true,false,true,true,false,true,true,9,0,0,2,0,1,0,3,117,4,14,3098,3504,3117,3801,3114,0,3364,1,5,15,0,1,0,724,0,0,0,0,0,15280,10931,3545,803,0,4701,3228,670,803,928,1,6991,1119,1004,44,19,11385,3225,7309,850,7165,5925,1,12,0,0,0,184,12,3,0,21,4,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,389,832,0,8226,250,103,0,8210,0,0,0,8237,151,0,0,8347,0,0,0,8345,4,0,0,8200,8300,5008,5008,5001,0.4,0.30000000000000004,348.1,258.7,255.3,146.7,-1.05,-1.0999999999999999,-38.95000000000002,-13.549999999999983,422.5,243.89999999999998,-58.05000000000001,-21.000000000000014,"BOTTOM","DUO_SUPPORT","SILVER",,,,,,,,,,,,,,
681085875,"LA1",1553738934904,1756,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,false,false,true,false,false,true,true,2,0,0,1,0,1,0,10,14,4,12,3748,2031,3047,3068,1033,1054,3340,1,5,6,0,1,0,798,0,0,0,0,0,128442,29179,95912,3350,0,17654,4857,12230,566,3733,1,40682,7172,2936,17,39,37467,12504,20079,4883,9711,8300,0,187,0,0,0,581,15,3,0,12,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1674,1267,0,8446,1248,0,0,8429,65,15,12,8451,203,0,0,8352,176,950,0,8304,10,0,0,8400,8300,5008,5008,5002,7.9,6.3999999999999995,580.5,453,446.7,236.6,1.7000000000000006,0.2999999999999994,132.19999999999996,29.100000000000023,1113.2,361.3,122.30000000000001,68.5,"TOP","SOLO","SILVER",,,,,,,,,,,,,,
680715130,"LA1",1553652145356,1766,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,true,false,false,false,false,true,0,0,0,0,0,1,0,4,21,4,7,3142,3071,3046,3006,3134,3133,3340,7,7,7,3,1,2,520,0,0,0,0,0,128253,9897,114077,4279,643,25947,2689,22881,376,3993,5,15099,2582,1701,18,15,26391,7694,17976,720,13230,12500,0,199,4,1,0,242,14,4,0,13,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2295,1610,685,9101,368,526,0,9104,13,50,0,8014,498,0,0,8304,8,0,0,8345,4,0,0,8000,8300,5005,5008,5002,6.9,6.5,373.20000000000005,326.8,451.2,292.5,,,,,843.8,331.29999999999995,,,"BOTTOM","SOLO","SILVER",,,,,,,,,,,,,,
680711279,"LA1",1553650151832,1412,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,false,false,false,false,false,false,true,0,0,0,0,0,1,0,3,498,4,7,0,1037,1018,3006,1055,1038,3340,0,9,2,0,0,0,291,0,0,0,0,0,56847,0,46708,10139,253,2740,0,2740,0,1092,2,5950,3476,0,13,1,17414,8674,8508,232,5284,4750,0,88,0,0,0,1,11,4,0,9,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,0,40,0,9101,39,55,0,9103,0,0,0,8014,0,0,0,8304,10,0,0,8345,4,0,0,8000,8300,5005,5008,5002,4.6,2.2,414.9,193.5,219.6,145,-3.1500000000000004,-2.4499999999999997,-134.84999999999997,-114.94999999999996,631.4,559.3,-2.050000000000068,292.50000000000006,"BOTTOM","DUO","SILVER",,,,,,,,,,,,,,
680687207,"LA1",1553647991986,1664,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",100,true,true,true,true,true,false,true,9,0,1,3,0,1,0,4,236,4,7,3153,3071,3006,1018,3094,1038,3340,13,5,2,4,2,4,500,1,0,0,0,0,129352,6003,113328,10020,449,23708,1862,21494,352,4994,3,10918,24051,7220,14,4,25333,10515,14445,372,13246,12425,1,156,8,1,4,48,14,1,0,9,0,false,false,false,true,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1337,1020,316,9111,1185,300,0,9104,11,40,0,8014,521,0,0,8304,7,3,0,8345,4,0,0,8000,8300,5005,5008,5002,6.8,5.4,475.5,290,507.3,397.3,2.5,0.4999999999999998,87.05000000000004,27.450000000000017,983.5999999999999,453.70000000000005,336.50000000000006,46.150000000000006,"BOTTOM","DUO_CARRY","SILVER",,,,,,,,,,,,,,
680702445,"LA1",1553645756853,1778,420,11,13,"9.6.268.2663","CLASSIC","MATCHED_GAME",200,true,false,true,true,true,true,true,11,0,1,4,0,1,0,6,14,4,12,3748,2031,3193,3047,3068,1028,3340,4,2,6,4,1,1,1487,0,0,0,0,0,137802,28965,106719,2117,0,15168,4797,10183,187,4239,1,34908,9298,4223,27,36,24937,8151,16300,486,10894,10675,2,192,4,4,0,615,15,1,0,10,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,867,641,0,8446,1841,0,0,8429,66,19,12,8451,204,0,0,8304,9,3,0,8352,185,906,0,8400,8300,5008,5008,5002,8.600000000000001,7.4,506.2,425.1,390.3,258.79999999999995,2.0000000000000004,2,-8.400000000000034,17.400000000000034,763.2,283.7,-26.49999999999997,29.19999999999999,"TOP","SOLO","SILVER",,,,,,,,,,,,,,
680444135,"LA1",1553562877762,2008,420,11,13,"9.6.267.4221","CLASSIC","MATCHED_GAME",200,false,true,false,true,true,true,false,6,0,1,4,0,0,0,8,14,4,12,3748,2421,1031,3047,3068,3065,3340,2,2,17,2,1,1,1664,0,0,0,0,0,192894,45671,139780,7442,0,26127,9997,15623,506,5016,1,62118,10597,5694,28,57,38715,6758,31693,264,12776,11975,2,240,0,0,0,794,18,1,0,12,1,true,false,false,false,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,2924,2279,0,8446,3180,0,0,8429,70,17,13,8451,255,0,0,8304,9,0,0,8352,218,1137,0,8400,8300,5008,5008,5002,9.8,5.9,679.1,373.8,351.1,261.6,3.900000000000001,1.9999999999999998,119.30000000000001,19.5,875.7,471,312.59999999999997,8.199999999999989,"TOP","SOLO","SILVER",,6.9,,707.6,,529.4,,1120.5,,-0.10000000000000009,,174.4,,228.7
680450873,"LA1",1553561519243,928,420,11,13,"9.6.267.4221","CLASSIC","MATCHED_GAME",100,false,false,false,false,false,false,false,0,0,0,0,0,0,0,1,14,4,12,3077,1054,3211,2422,3067,1028,3340,1,0,0,0,1,0,0,0,0,0,0,0,51417,5721,45696,0,0,3478,1007,2471,0,228,1,5055,1007,1007,11,12,6146,2973,3062,110,4935,4300,0,114,0,0,0,405,11,1,0,5,1,false,false,false,false,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,239,181,0,8446,468,0,0,8429,35,12,12,8451,117,0,0,8304,10,0,0,8352,15,75,0,8400,8300,5008,5008,5002,,7,,430,,236.9,,0.5399999999999996,,-42.420000000000016,,227.1,,98.14000000000004,"NONE","DUO_SUPPORT","SILVER",,,,,,,,,,,,,,
680435501,"LA1",1553559015462,1768,420,11,13,"9.6.267.4221","CLASSIC","MATCHED_GAME",100,false,true,false,false,false,true,false,0,0,0,1,0,0,0,1,222,4,7,0,1055,3031,3046,3086,3006,3363,7,4,7,5,3,2,1154,1,1,0,0,0,113726,4197,99427,10101,532,13552,617,12711,224,3670,4,7364,4369,128,18,10,16625,7246,8328,1050,10082,9250,0,137,4,1,0,113,14,4,0,11,1,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1464,0,0,9111,730,280,0,9104,21,20,0,8014,257,0,0,8236,14,0,0,8233,18,20,0,8000,8200,5005,5008,5002,5.7,1.8,495.2,107.5,315.6,141,,,,,447.4,113.1,,,"MIDDLE","DUO_SUPPORT","SILVER",,,,,,,,,,,,,,
